3-1-1 Customer Service Strategy,19138
Affordable Housing Office,2874.3
Arena Boards of Management,6536.8
Auditor General's Office,4193.9
Toronto Building,46710.3
Office of the Chief Financial Officer,15321.9
Children's Services,387538.4
City Manager's Office,42472.8
City Clerk's Office,49474.6
Association of Community Centres,7427.4
Non-Program Expenditures,679567.1
Capital & Corporate Financing,647230.7
Non-Program Revenues,11377.1
City Council,18883.8
Court Services,54267.4
Community Partnership and Investment Program,47277.2
Economic Development & Culture,35335.8
Emergency Medical Services,170774.4
Toronto Environment Office,11515.5
Exhibition Place,64249.7
Facilities & Real Estate,169702.5
Fire Services,371466.3
Fleet Services,48010.3
Heritage Toronto,845.3
Integrity Commissioner's Office,202.3
Information & Technology,91070.3
Legal Services,41111.2
Toronto Public Library,183874.4
Municipal Licensing & Standards,49627.3
Lobbyist Registrar,1023.3
Long Term Care Homes & Services,223829.8
Mayor's Office,1996
Office of the Ombudsman,1391.2
Toronto Parking Authority,70894.6
"Parks, Forestry & Recreation",376159.3
City Planning,36517.1
Toronto Police Service,974252.9
Toronto Police Services Board,2958.4
"Policy, Planning, Finance and Administration",24238.7
Toronto Public Health,233667.7
Toronto & Region Conservation Authority,36170
"Shelter, Support & Housing Administration",916803.8
"Social Development, Finance & Administration",25349.7
Toronto Employment & Social Services,1207484.3
Solid Waste Management Services,342631.5
Technical Services,67560.3
Theatres,26945.8
Transportation Services,291073.5
Office of the Treasurer,74696.1
Toronto Transit Commission - Conventional,1436439.6
Toronto Transit Commission - Wheel-Trans,96622.4
Toronto Water,820919.8
Waterfront Secretariat,1509.2
Yonge-Dundas Square,1887.2
Toronto Zoo,46216
