Homes for the Aged,159418.9
Arena Boards of Management,5021.3
Auditor General,3003.2
Customer & Business Support,19368.9
Children's Services,299449.8
Chief Administrator's Office (CAO),5625.5
City Clerk's,44435.9
Association of Community Centers,4961.8
Corporate Communications,6439.6
Non-Program Expenditures,236357.3
Capital & Corporate Financing,391078.9
Council,17615.7
Court Services,27339.7
Culture,12190.4
Economic Development,8314.3
Emergency Medical Services,114268.1
Emergency Management Plan,1854.3
Exhibition Place,40778.3
Facilities & Real Estate,84241.2
Finance,68975.3
Fire Services,278450
Fleet Services,31297
Consolidated Grant Program,39562.7
Human Resources,26472.7
Service Improvement & Innovation,2654.6
Information & Technology,40411.5
Keele Valley Closure (KVC),21425
Legal,24353.2
Toronto Public Library,134832.7
Mayor's Office,1763.7
Parking Authority,91055.5
Parks & Recreation,219745.6
Urban Development Services,92332.2
Toronto Public Health,170100.8
Toronto & Region Conservation Authority,23912.5
"Shelter, Housing & Support",638854.6
Social Development & Administration,17486.1
Social Services,934105
Solid Waste Management Services,182689
WES - Support Services,33813.9
WES - Technical Services,48132.1
Theatres,20502.3
Toronto Police Service & Board,659680
Toronto Transit Commission (Incl. Wheel Trans),957167.2
Tourism,12068.1
Transportation Services,242915.8
Water & Waste Water,520142.9
World Youth Day,0
Yonge/Dundas Square,1030.5
Toronto Zoo,32857.1
