_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuWW5NNzA5RlZsX28
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k
SOURCE_DOCUMENT_TITLE,"Operating Variance Report for the Six Month Period Ended June 30, 2016"
SOURCE_DOCUMENT_TABLE_LOCATION,p.27
SOURCE_DOCUMENT_TABLE_TITLE,"Appendix D: CITY OF TORONTOCONSOLIDATED APPROVED COMPLEMENTFOR THE SIX MONTHS ENDED JUNE 30, 2016"
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuazZCa2xHMTR0T2M
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2016
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office ,19
Children's Services ,977.9
Court Services ,282
Economic Development & Culture ,297.5
Toronto Paramedic Services ,1444.8
Long Term Care Homes & Services ,2372
"Parks, Forestry & Recreation ",4521.9
"Shelter, Support & Housing Administration ",756.2
"Social Development, Finance & Administration ",139.5
Toronto Employment & Social Services ,2120
City Planning Division ,367
Fire Services ,3167.3
Municipal Licensing & Standards ,470
"Policy, Planning, Finance and Administration ",196.4
Engineering and Construction Services ,131.9
Toronto Building ,450
Transportation Services ,1026.8
Office of the Chief Financial Officer ,103
Office of the Treasurer ,660.2
"Facilities, Real Estate, Environment & Energy ",930.5
Fleet Services ,176
Information & Technology ,618
311 Toronto ,164
City Manager's Office ,411
City Clerk's Office ,403
Legal Services ,306.4
Mayor's Office ,20
City Council ,180
Auditor General's Office ,31.5
Integrity Commissioner's Office ,3
Lobbyist Registrar's Office ,8.3
Ombudsman's Office ,12
Toronto Public Health ,1845.9
Toronto Public Library ,1736
Association of Community Centres ,77.9
Exhibition Place ,356
Heritage Toronto ,7
Theatres ,172.9
Toronto Zoo ,394
Arena Boards of Management ,67.7
Yonge Dundas Square ,6.5
Toronto & Region Conservation Authority ,419.6
Toronto Transit Commission - Conventional ,12247
Toronto Transit Commission - Wheel Trans ,581
Toronto Police Service ,7881
Toronto Police Services Board ,7
Parking Tag Enforcement & Oper. ,394
Solid Waste Management Services ,1065.7
Toronto Parking Authority ,302.4
Toronto Water ,1710.3
