_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuRnFxVFdwRGdtUFE
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k
SOURCE_DOCUMENT_TITLE,2013 BUDGET BRIEFING NOTE Budget Committee Recommended Position Changes and 2012 Actual Staffing and Year-End Vacancy Projection 
SOURCE_DOCUMENT_TABLE_LOCATION,p. 13
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2013 BUDGET COMMITTEE RECOMMENDED OPERATING BUDGET OPERATING POSITIONS
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8Ouc2NFTmJVQl9hQms
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2012
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office ,19
Children's Services ,927.8
Court Services ,284
Economic Development & Culture ,266.8
Emergency Medical Services ,1213
Long Term Care Homes & Services ,2169.9
"Parks, Forestry & Recreation ",4202.2
"Shelter, Support & Housing Administration ",735.2
"Social Development, Finance & Administration ",120.4
Toronto Employment & Social Services ,2187.5
311 Toronto ,158
City Planning ,340
Fire Services ,3176.3
Municipal Licensing and Standards ,452.6
"Policy, Planning, Finance and Administration ",195.1
Technical Services ,147.8
Toronto Building ,420
Toronto Environment Office ,22.6
Transportation Services ,1047.2
Office of the Chief Financial Officer ,95
Office of the Treasurer ,730
Facilities Management and Real Estate ,723.6
Fleet Services ,172
Information & Technology ,506
City Manager's Office ,392
City Clerk's Office ,399.8
Legal Services ,273
Mayor's Office ,18
City Council ,176
Auditor General's Office ,29
Lobbyist Registrar ,8.3
Integrity Commissioner's Office ,1.5
Office of the Ombudsman ,10
Toronto Public Health ,1842.2
Toronto Public Library ,1717.9
Association of Community Centres ,79
Exhibition Place ,529.5
Heritage Toronto ,6.5
Theatres ,181.1
Toronto Zoo ,388
Arena Boards of Management ,65.5
Yonge-Dundas Square ,5
Parking Tag Enforcement & Operations ,394
Toronto Atmospheric Fund ,7
Toronto Transit Commission - Conventional ,10614
Toronto Transit Commission - Wheel-Trans ,529
Toronto Police Service ,7869
Toronto Police Services Board ,8
Solid Waste Management Services ,1096
Toronto Water ,1659.3
Toronto Parking Authority ,298.7
