_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OudjJ2Q19aWTY1ZjQ
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k
SOURCE_DOCUMENT_TITLE,2010 BUDGET BRIEFING NOTE Staff Recommended Approved Position Changes Revised
SOURCE_DOCUMENT_TABLE_LOCATION,p. 11
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2010 STAFF RECOMMENDED OPERATING BUDGET APPROVED OPERATING POSITIONS - ADDITIONS
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuTVoyakNHNUNlZFE
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2010
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office ,22
Children's Services ,949.5
Court Services ,293
Economic Development & Culture ,276.8
Emergency Medical Services ,1210.5
Long Term Care Homes & Services ,2183
"Parks, Forestry & Recreation ",4230.1
"Shelter, Housing & Support Administration ",748.8
"Social Development, Finance & Administration ",172.9
Toronto Employment &Social Services ,2354
311 Customer Service Strategy ,146.7
City Planning ,350
Fire Services ,3182.3
Municipal Licensing and Standards ,501.3
"Policy, Planning, Finance & Administration ",239.1
Technical Services ,167.4
Toronto Building ,428.5
Toronto Environment Office ,28.6
Transportation Services ,1279.2
Waterfront Secretariat ,6
Office of the Chief Financial Officer ,109
Office of the Treasurer ,765
Facilities & Real Estate ,812.6
Fleet Services ,205
Information & Technology ,575.5
City Manager's Office ,398
City Clerk's Office ,489.6
Legal Services ,276
Mayor's Office ,23
City Council ,176
Auditor General's Office ,29.6
Office of the Lobbyist Registrar ,8.3
Office of the Integrity Commissioner ,1.5
Office of the Ombudsperson ,7
Toronto Public Health ,1865.7
Toronto Public Library ,1830.6
Association of Community Centres ,91.2
Exhibition Place ,529.5
Heritage Toronto ,6
Theatres ,176.6
Toronto Zoo ,383.5
Arena Boards of Management ,65.5
Yonge-Dundas Square ,5
Parking Tag Enforcement & Operations ,395
Toronto Atmospheric Fund ,7
Toronto Transit Commission ,10560
Wheel Transit ,530
Toronto Police Service (excludes Board) ,7834
Solid Waste Management Services ,1309.1
Toronto Water ,1726.4
Toronto Parking Authority ,298
