_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
Contribution From Reserves/Reserve Funds,930A,,70
Federal Subsidies,810A,,13
Inter-Divisional Recoveries,750A,,79
Licences & Permits Revenue,860A,,15
Other Subsidies,820A,,1
Property Tax,940AP,,
Provincial Subsidies,805A,,42
Special Levy for Scarborough Subway,940AS,,
Sundry and Other Revenues,940A,,90
Transfers From Capital,920A,,62
User Fees & Donations,850A,,79
