_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
311 Toronto,311SERVICE,,8
Accountability Offices - Auditor General,AUDITGEN,,8
Accountability Offices - Integrity Commissioner,INTEGRITYCOMM,,8
Accountability Offices - Lobbyist Registrar,LOBBYREG,,8
Affordable Housing Office,AFFHOUSING,,8
Arena Boards of Management,ARENAS,,8
Association of Community Centres,COMMCENTRES,,15
Capital & Corporate Finance / Non-Program,CORPFINANCING,,8
Children's Services,CHILDSERV,,8
City Clerk's Office,CLERK,,8
City Council,COUNCIL,,8
City Manager's Office,CITYMANAGER,,8
City Planning,PLANNING,,8
Court Services,COURTSERV,,8
Economic Development & Culture,ECONDEV,,8
Emergency Medical Services,PARAMEDIC,,8
Exhibition Place,EXHIBPLACE,,9
Facilities Management and Real Estate,FACILITIES,,8
Fire Services,FIRE,,8
Fleet Services,FLEET,,8
Heritage Toronto,HERITAGE,,8
Information and Technology,IT,,8
Legal Services,LEGAL,,8
Long Term Care Homes and Services,LONGTERMHOME,,8
Municipal Licensing and Standards,LICENCING,,8
Office of the Chief Financial Officer,CFO,,8
Office of the Mayor,MAYOR,,8
Office of the Treasurer,TREASURER,,8
Parking Tags Enforcement & Operations,PARKINGTAGS,,8
"Parks, Forestry and Recreation",PARKS,,8
"Policy, Planning, Finance and Administration",POLICYADMIN,,8
"Shelter, Support & Housing Administration",SHELTERADMIN,,8
"Social Development, Finance & Administration",SOCIALDEV,,8
Solid Waste Management Services,SOLIDWASTE,,8
Sony Centre for the Performing Arts,SONYCENTRE,,8
St. Lawrence Cenmtre for the Arts,STLAWRENCECENTRE,,8
Technical Services,ENGINEERING,,8
Toronto & Region Conservation Authority (TRCA),REGIONCONSERV,,8
Toronto Atmospheric Fund,ATMOSPHERE,,8
Toronto Building Services,BUILDINGS,,8
Toronto Centre for the Arts,TORONTOCENTRE,,8
Toronto Employment & Social Services,SOCIALSERV,,8
Toronto Environment Office,ENVIRONMENTOFFICE,,8
Toronto Library Board,LIBRARY,,8
Toronto Parking Authority,PARKING,,8
Toronto Police Service,POLICE,,8
Toronto Police Services Board,POLICEBOARD,,8
Toronto Public Health,PUBLICHEALTH,,8
Toronto Transit Commission - Conventional,TTCCONV,,8
Toronto Transit Commission - Wheel Trans,TTCWHEEL,,8
Toronto Water,WATER,,8
Toronto Zoo,ZOO,,9
Transportation Services,TRANSPORTATION,,8
Yonge Dundas Square,YONGEDUNDAS,,8
