Bank indebtedness (Note 6),49834
Accounts payable and accrued liabilities (Note 7),2676071
Deferred revenue (Note 8),1574201
Other liabilities (Note 9),598728
Landfill closure and post-closure liabilities (Note 10),124182
Mortgages payable (Note 11),732225
Net long-term debt (Note 12),3699256
Employee benefit liabilities (Note 13),3036993
