Bank indebtedness (Note 6),65856
Accounts payable and accrued liabilities (Note 7),3290252
Deferred revenue (Note 8),2416642
Other liabilities (Note 9),688528
Landfill closure and post-closure liabilities (Note 10),138101
Mortgages payable (Note 11),363098
Net long-term debt (Note 12),5072410
Employee benefit liabilities (Note 13),3756844
