311 Toronto,Permanent,154
311 Toronto,Temporary,0
Affordable Housing Office,Permanent,15
Affordable Housing Office,Temporary,4
Arena Boards of Management,Permanent,43
Arena Boards of Management,Temporary,25.2
Association of Community Centres,Permanent,48.1
Association of Community Centres,Temporary,29.3
Auditor General's Office,Permanent,29
Auditor General's Office,Temporary,0
Children's Services,Permanent,731
Children's Services,Temporary,191.4
City Clerk's Office,Permanent,391.3
City Clerk's Office,Temporary,11.5
City Council,Permanent,44
City Council,Temporary,132
City Manager's Office,Permanent,395.5
City Manager's Office,Temporary,11
City Planning,Permanent,326
City Planning,Temporary,13
Court Services,Permanent,282
Court Services,Temporary,0
Economic Development & Culture,Permanent,213
Economic Development & Culture,Temporary,51.8
Emergency Medical Services,Permanent,1257.5
Emergency Medical Services,Temporary,6.5
Engineering & Construction Services,Permanent,135.8
Engineering & Construction Services,Temporary,4
Exhibition Place,Permanent,392.5
Exhibition Place,Temporary,0
Facilities Management & Real Estate (incl TE,Permanent,727.9
Facilities Management & Real Estate (incl TE,Temporary,42.3
Fire Services,Permanent,3169.5
Fire Services,Temporary,1.3
Fleet Services,Permanent,174
Fleet Services,Temporary,0
Heritage Toronto,Permanent,6
Heritage Toronto,Temporary,0
Information & Technology,Permanent,584
Information & Technology,Temporary,3
Integrity Commissioner's Office,Permanent,2
Integrity Commissioner's Office,Temporary,0
Legal Services,Permanent,266
Legal Services,Temporary,28
Lobbyist Registrar,Permanent,8
Lobbyist Registrar,Temporary,0.3
Long Term Care Homes & Services,Permanent,2151.3
Long Term Care Homes & Services,Temporary,0
Mayor's Office,Permanent,1
Mayor's Office,Temporary,8
Municipal Licensing and Standards,Permanent,451.6
Municipal Licensing and Standards,Temporary,1
Office of the Chief Financial Officer,Permanent,96
Office of the Chief Financial Officer,Temporary,0
Office of the Ombudsman,Permanent,11
Office of the Ombudsman,Temporary,0
Office of the Treasurer,Permanent,659
Office of the Treasurer,Temporary,23
Parking Tag Enforcement & Operations,Permanent,394
Parking Tag Enforcement & Operations,Temporary,0
"Parks, Forestry & Recreation",Permanent,1841
"Parks, Forestry & Recreation",Temporary,2365
"Policy, Planning, Finance and Administration",Permanent,196.4
"Policy, Planning, Finance and Administration",Temporary,2.8
"Shelter, Support & Housing Administration",Permanent,543
"Shelter, Support & Housing Administration",Temporary,180.9
"Social Development, Finance & Administratio",Permanent,118.5
"Social Development, Finance & Administratio",Temporary,9.1
Solid Waste Management Services,Permanent,970.5
Solid Waste Management Services,Temporary,121.2
Theatres,Permanent,76.9
Theatres,Temporary,88.3
Toronto Atmospheric Fund,Permanent,7
Toronto Atmospheric Fund,Temporary,0
Toronto Building,Permanent,418
Toronto Building,Temporary,7
Toronto Employment & Social Services,Permanent,2029
Toronto Employment & Social Services,Temporary,157
Toronto Parking Authority,Permanent,241
Toronto Parking Authority,Temporary,54.7
Toronto Police Service,Permanent,7658
Toronto Police Service,Temporary,211
Toronto Police Services Board,Permanent,8
Toronto Police Services Board,Temporary,0
Toronto Public Health,Permanent,1795.5
Toronto Public Health,Temporary,40.7
Toronto Public Library,Permanent,1713.4
Toronto Public Library,Temporary,0
Toronto Transit Commission - Conventional,Permanent,10878
Toronto Transit Commission - Conventional,Temporary,4
Toronto Transit Commission - Wheel-Trans,Permanent,531
Toronto Transit Commission - Wheel-Trans,Temporary,0
Toronto Water,Permanent,1612
Toronto Water,Temporary,84.3
Toronto Zoo,Permanent,278
Toronto Zoo,Temporary,141.4
Transportation Services,Permanent,996
Transportation Services,Temporary,36.4
Yonge-Dundas Square,Permanent,5
Yonge-Dundas Square,Temporary,1.5
