311 Toronto,Permanent,154
311 Toronto,Temporary,0
Affordable Housing Office,Permanent,15
Affordable Housing Office,Temporary,4
Arena Boards of Management,Permanent,41
Arena Boards of Management,Temporary,24.5
Association of Community Centres,Permanent,78.7
Association of Community Centres,Temporary,4
Auditor General's Office,Permanent,29
Auditor General's Office,Temporary,0
Children's Services,Permanent,742
Children's Services,Temporary,185.8
City Clerk's Office,Permanent,394.3
City Clerk's Office,Temporary,3.5
City Council,Permanent,44
City Council,Temporary,132
City Manager's Office,Permanent,359
City Manager's Office,Temporary,9
City Planning,Permanent,315
City Planning,Temporary,18
Court Services,Permanent,284
Court Services,Temporary,0
Economic Development & Culture,Permanent,222
Economic Development & Culture,Temporary,53.8
Emergency Medical Services,Permanent,1205.5
Emergency Medical Services,Temporary,7.5
Exhibition Place,Permanent,155.5
Exhibition Place,Temporary,374
Facilities Management & Real Estate,Permanent,682.9
Facilities Management & Real Estate,Temporary,40.7
Fire Services,Permanent,3175.5
Fire Services,Temporary,0.8
Fleet Services,Permanent,172
Fleet Services,Temporary,0
Heritage Toronto,Permanent,6.5
Heritage Toronto,Temporary,0
Information & Technology,Permanent,504
Information & Technology,Temporary,4
Legal Services,Permanent,255
Legal Services,Temporary,18
Long Term Care Homes & Services,Permanent,2153.5
Long Term Care Homes & Services,Temporary,0
Mayor's Office,Permanent,1
Mayor's Office,Temporary,17
Municipal Licensing and Standards,Permanent,451.6
Municipal Licensing and Standards,Temporary,1
Office of the Chief Financial Officer,Permanent,101
Office of the Chief Financial Officer,Temporary,0
Office of the Integrity Commissioner,Permanent,1
Office of the Integrity Commissioner,Temporary,0.5
Office of the Lobbyist Registrar,Permanent,8
Office of the Lobbyist Registrar,Temporary,0.3
Office of the Ombudman,Permanent,10
Office of the Ombudman,Temporary,0
Office of the Treasurer,Permanent,681
Office of the Treasurer,Temporary,49
Parking Tag Enforcement & Operations,Permanent,394
Parking Tag Enforcement & Operations,Temporary,0
"Parks, Forestry & Recreation",Permanent,1781
"Parks, Forestry & Recreation",Temporary,2419.2
"Policy, Planning, Finance & Administration",Permanent,201.3
"Policy, Planning, Finance & Administration",Temporary,6.8
"Shelter, Housing & Support Administration",Permanent,548.7
"Shelter, Housing & Support Administration",Temporary,190.7
"Social Development, Finance & Administration",Permanent,124.5
"Social Development, Finance & Administration",Temporary,5.2
Solid Waste Management Services,Permanent,967.7
Solid Waste Management Services,Temporary,125.5
Technical Services,Permanent,162.7
Technical Services,Temporary,0
Theatres,Permanent,74.8
Theatres,Temporary,106.3
Toronto Atmospheric Fund,Permanent,7
Toronto Atmospheric Fund,Temporary,0
Toronto Building,Permanent,413
Toronto Building,Temporary,5
Toronto Employment & Social Services,Permanent,1966
Toronto Employment & Social Services,Temporary,224.5
Toronto Environment Office,Permanent,17
Toronto Environment Office,Temporary,6.6
Toronto Parking Authority,Permanent,244
Toronto Parking Authority,Temporary,54.7
Toronto Police Service,Permanent,7862
Toronto Police Service,Temporary,7
Toronto Police Service Board,Permanent,8
Toronto Police Service Board,Temporary,0
Toronto Public Health,Permanent,1778.5
Toronto Public Health,Temporary,57.2
Toronto Public Library,Permanent,1717.9
Toronto Public Library,Temporary,0
Toronto Transit Commission,Permanent,10559
Toronto Transit Commission,Temporary,2
Toronto Water,Permanent,1590
Toronto Water,Temporary,69.3
Toronto Zoo,Permanent,278
Toronto Zoo,Temporary,110
Transportation Services,Permanent,1016
Transportation Services,Temporary,27.7
Waterfront Secretariat,Permanent,7
Waterfront Secretariat,Temporary,0
Wheel Trans,Permanent,529
Wheel Trans,Temporary,0
Yonge-Dundas Square,Permanent,5
Yonge-Dundas Square,Temporary,0
