_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
311 Toronto,311SERVICE,,1
Affordable Housing Office,AFFHOUSING,,1
Arena Boards of Management,ARENAS,,1
Association of Community Centres,COMMCENTRES,,1
Auditor General's Office,AUDITGEN,,1
Capital & Corporate Financing,CORPFINANCING,,1
Children's Services,CHILDSERV,,1
City Clerk's Office,CLERK,,1
City Council,COUNCIL,,1
City Manager's Office,CITYMANAGER,,1
City Planning,PLANNING,,1
Corporate Accounts,CORPACCOUNTS,,
Court Services,COURTSERV,,1
Economic Development & Culture,ECONDEV,,1
Engineering & Construction Services,ENGINEERING,,1
Exhibition Place,EXHIBPLACE,,1
"Facilities, Real Estate, Environment & Energy",FACILITIES,,1
Fire Services,FIRE,,1
Fleet Services,FLEET,,1
Heritage Toronto,HERITAGE,,1
Information & Technology,IT,,1
Integrity Commissioner's Office,INTEGRITYCOMM,,1
Legal Services,LEGAL,,1
Long Term Care Homes & Services,LONGTERMHOME,,
Long-Term Care Homes & Services,LONGTERMHOME,,1
Mayor's Office,MAYOR,,1
Municipal Licensing & Standards,LICENCING,,1
Non-Program Expenditures,CORPEXPENDITURES,,1
Non-Program Revenues,CORPREVENUES,,1
Office of the CFO,CFO,,
Office of the Chief Financial Officer,CFO,,1
Office of the Lobbyist Registrar,LOBBYREG,,1
Office of the Ombudsman,OMBUDSMAN,,1
Office of the Treasurer,TREASURER,,1
Parking Tag Enforcement,PARKINGTAGS,,
Parking Tag Enforcement & Operations,PARKINGTAGS,,
"Parks, Forestry & Recreation",PARKS,,1
"Policy, Planning, Finance & Administration",POLICYADMIN,,1
"Shelter, Support & Housing Administration",SHELTERADMIN,,1
"Social Development, Finance & Administration",SOCIALDEV,,1
Solid Waste Management Services,SOLIDWASTE,,1
Special Levy for Scarborough Subway,SUBWAYLEVY,,
Special Revenues,SPECIALREV,,1
TTC - Conventional,TTCCONV,,
TTC - Wheel Trans,TTCWHEEL,,
Theatres,THEATRES,,1
Toronto & Region Conservation Authority,REGIONCONSERV,,1
Toronto Building,BUILDINGS,,1
Toronto Employment & Social Services,SOCIALSERV,,1
Toronto Paramedic Services,PARAMEDIC,,1
Toronto Parking Authority,PARKING,,1
Toronto Police Service,POLICE,,1
Toronto Police Services Board,POLICEBOARD,,1
Toronto Public Health,PUBLICHEALTH,,1
Toronto Public Library,LIBRARY,,1
Toronto Transit Commission - Conventional,TTCCONV,,1
Toronto Transit Commission - Wheel Trans,TTCWHEEL,,1
Toronto Water,WATER,,1
Toronto Zoo,ZOO,,1
Transportation Services,TRANSPORTATION,,1
Yonge-Dundas Square,YONGEDUNDAS,,1
