_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuaXNFVEpDbTRJdDQ
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2014 COUNCIL APPROVED OPERATING BUDGET TOTAL OPERATING AND CAPITAL POSITIONS
SOURCE_DOCUMENT_TABLE_LOCATION,p. 2
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2014 COUNCIL APPROVED OPERATING BUDGET OPERATING POSITIONS
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuYXhQWE8yelktTTQ
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2013
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,"Taken from 2014 document, previous year columns"
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office,19
Children's Services,922.4
Court Services,282
Economic Development & Culture,264.8
Emergency Medical Services,1264
Long Term Care Homes & Services,2151.3
"Parks, Forestry & Recreation",4206
"Shelter, Support & Housing Administration",723.9
"Social Development, Finance & Administratio",127.6
Toronto Employment & Social Services,2186
City Planning,339
Fire Services,3170.8
Municipal Licensing and Standards,452.6
"Policy, Planning, Finance and Administration",199.1
Engineering & Construction Services,139.8
Toronto Building,425
Transportation Services,1032.4
Office of the Chief Financial Officer,96
Office of the Treasurer,682
Facilities Management & Real Estate (incl TE,770.2
Fleet Services,174
Information & Technology,587
311 Toronto,154
City Manager's Office,406.5
City Clerk's Office,402.8
Legal Services,294
Mayor's Office,9
City Council,176
Auditor General's Office,29
Lobbyist Registrar,8.3
Integrity Commissioner's Office,2
Office of the Ombudsman,11
Toronto Public Health,1836.2
Toronto Public Library,1713.4
Association of Community Centres,77.4
Exhibition Place,392.5
Heritage Toronto,6
Theatres,165.2
Toronto Zoo,419.4
Arena Boards of Management,68.2
Yonge-Dundas Square,6.5
Parking Tag Enforcement & Operations,394
Toronto Atmospheric Fund,7
Toronto Transit Commission - Conventional,10882
Toronto Transit Commission - Wheel-Trans,531
Toronto Police Service,7869
Toronto Police Services Board,8
Solid Waste Management Services,1091.7
Toronto Water,1696.3
Toronto Parking Authority,295.7
