_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1
SOURCE_DOCUMENT_TABLE_TITLE,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8Oub0RpcloxWmtCNU0
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2011
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,"Taken from 2012 council approved budget, prior year column"
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office,22
Children's Services,948.5
Court Services,290
Economic Development & Culture,284.8
Emergency Medical Services,1218
Long Term Care Homes & Services,2188.4
"Parks, Forestry & Recreation",4280.6
"Shelter, Housing & Support Administration",752.7
"Social Development, Finance & Administration",145.3
Toronto Employment & Social Services,2289
311 Toronto,159
City Planning,342
Fire Services,3185.3
Municipal Licensing and Standards,487.6
"Policy, Planning, Finance & Administration",229.1
Technical Services,162.7
Toronto Building,426
Toronto Environment Office,26.6
Transportation Services,1265
Waterfront Secretariat,7
Office of the Chief Financial Officer,108
Office of the Treasurer,753
Facilities Management & Real Estate,843.8
Fleet Services,192
Information & Technology,527
City Manager's Office,381
City Clerk's Office,425.5
Legal Services,277
Mayor's Office,17
City Council,176
Auditor General's Office,29
Office of the Lobbyist Registrar,8.3
Office of the Integrity Commissioner,1.5
Office of the Ombudman,10
Toronto Public Health,1902.3
Toronto Public Library,1824.9
Association of Community Centres,91.2
Exhibition Place,529.5
Heritage Toronto,6
Theatres,211
Toronto Zoo,389
Arena Boards of Management,65.5
Yonge-Dundas Square,5
Parking Tag Enforcement & Operations,395
Toronto Atmospheric Fund,7
Toronto Transit Commission,10706
Wheel Trans,532
Toronto Police Service,7888
Toronto Police Service Board,8
Solid Waste Management Services,1327.7
Toronto Water,1706.3
Toronto Parking Authority,298.7
