_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuZXFWbzc2WHVPVDg
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE
SOURCE_DOCUMENT_TITLE,2016 CITY OF TORONTO BUDGET SUMMARY
SOURCE_DOCUMENT_TABLE_LOCATION,"pdf p. 127, document p.125"
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2016 COUNCIL APPROVED OPERATING BUDGET TOTAL POSITIONS
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuQ2NZMVFlaU54Rlk
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2015
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,"Taken from 2016 buget, previous year column"
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office,19
Children's Services,982.6
Court Services,282
Economic Development & Culture,309.6
Toronto Paramedic Services,1394.3
Long Term Care Homes & Services,2225.9
"Parks, Forestry & Recreation",4497.1
"Shelter, Support & Housing Administration",757.3
"Social Development, Finance & Administration",130.5
Toronto Employment & Social Services,2091
City Planning,373
Fire Services,3156.3
Municipal Licensing & Standards,460
"Policy, Planning, Finance & Administration",196.4
Engineering & Construction Services,540.1
Toronto Building,448
Transportation Services,1113.3
Office of the Chief Financial Officer,115
Office of the Treasurer,735
"Facilities, Real Estate, Environment & Energy",1016.3
Fleet Services,176
Information & Technology,838
311 Toronto,167.3
City Manager's Office,445.5
City Clerk's Office,415.4
Legal Services,301.4
Mayor's Office,20
City Council,176
Auditor General's Office,29.5
Office of the Lobbyist Registrar,8.3
Integrity Commissioner's Office,3
Office of the Ombudsman,12
Toronto Public Health,1875.3
Toronto Public Library,1739.9
Association of Community Centres,77.9
Exhibition Place,384
Heritage Toronto,7
Theatres,163.1
Toronto Zoo,402.5
Arena Boards of Management,66.6
Yonge-Dundas Square,6.5
Parking Tag Enforcement & Operations,394
Toronto & Region Conservation Authority,419.6
Toronto Atmospheric Fund,8
Toronto Transit Commission - Conventional,13712
Toronto Transit Commission - Wheel Trans,562
Toronto Police Service,7883
Toronto Police Services Board,7
Solid Waste Management Services,1109.1
Toronto Water,1761.7
Toronto Parking Authority,299.4
