_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE"
Accounts receivable,AR
Cash,CASH
Due from Toronto District School Board,TDSBAR
Investments,INVEST
Investments in government business enterprises,GBE
Other assets,OTHER
Property taxes receivable,TAXAR
