_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuT0RQOThsMWYzRGs
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuMjVtQmpUd0kyMlU
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2016 COUNCIL PRELIMINARY OPERATING BUDGET
SOURCE_DOCUMENT_TABLE_LOCATION,
SOURCE_DOCUMENT_TABLE_TITLE,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuSlhaY0lzNUVZS0E
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2017
VERSION,Summary
ASPECT,Revenues
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office,2304
Children's Services,400693
Court Services,42724
Economic Development & Culture,19554
Toronto Paramedic Services,132295
Long-Term Care Homes & Services,209658
"Parks, Forestry & Recreation",138674
"Shelter, Support & Housing Administration",422521
"Social Development, Finance & Administration",17413
Toronto Employment & Social Services,972683
City Planning,32783
Fire Services,17101
Municipal Licensing & Standards,33746
"Policy, Planning, Finance & Administration",14192
Engineering & Construction Services,69191
Toronto Building,66791
Transportation Services,187941
Office of the Chief Financial Officer,7280
Office of the Treasurer,44414
"Facilities, Real Estate, Environment & Energy",127090
Fleet Services,54079
311 Toronto,7986
Information & Technology,53126
City Manager's Office,8584
City Clerk's Office,18150
Legal Services,38485
Mayor's Office,
City Council,272
Auditor General's Office,
Integrity Commissioner's Office,
Office of the Lobbyist Registrar,
Office of the Ombudsman,
Toronto Public Health,184274
Toronto Public Library,19995
Association of Community Centres,296
Exhibition Place,37445
Heritage Toronto,497
Theatres,23172
Toronto Zoo,40512
Arena Boards of Management,9033
Yonge-Dundas Square,1975
Toronto & Region Conservation Authority,39971
Toronto Transit Commission - Conventional,1257436
Toronto Transit Commission - Wheel Trans,8492
Toronto Police Service,123352
Toronto Police Services Board,500
Capital & Corporate Financing,24180
Non-Program Expenditures,181959
Non-Program Revenues,1405089
Special Levy for Scarborough Subway,
City Building Fund,
Solid Waste Management Services,398124
Toronto Parking Authority,156051
Toronto Water,1231928
