_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OucVZPSlozZ3h4bDQ
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k
SOURCE_DOCUMENT_TITLE,2008 BUDGET BRIEFING NOTE 2008 Executive Committee Recommended Approved Positions
SOURCE_DOCUMENT_TABLE_LOCATION,p. 9
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2008 EXECUTIVE COMMITTEE RECOMMENDED OPERATING BUDGET APPROVED POSITIONS - OPERATING
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuTnc1eUZHWks0RE0
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2008
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office ,24
Children's Services ,956.5
Court Services ,230
"Economic Development, Culture & Tourism ",269.8
Emergency Medical Services ,1204
Homes for the Aged ,2167.4
"Parks, Forestry & Recreation ",4148.6
"Shelter, Housing & Support ",695.5
"Social Development, Finance & Administration ",214.8
Social Services ,1982
3 - 1 - 1 Program ,6
City Planning ,359.5
Fire Services ,3144
Municipal Licensing and Standards ,369
"Policy, Planning, Finance & Admin. ",442.2
Solid Waste Management Services ,1291.6
Technical Services ,165.7
Toronto Building ,407.5
Toronto Water ,1678.5
Transportation Services ,1302.2
Waterfront Secretariat ,11
Office of the Chief Financial Officer ,124
Office of the Treasurer ,771
Public Information & Creative Services ,61
Facilities & Real Estate ,740.5
Fleet Services ,205
Information & Technology ,384
City Manager's Office ,399
City Clerk's Office ,374.5
Legal Services ,260
Mayor's Office ,23
Council ,181
Auditor General's Office ,29
Office of the Lobbyist Registrar ,5
Office of the Ombudsperson ,3
Toronto Public Health ,1937.2
Toronto Public Library ,1826.2
Association of Community Centres ,91.2
Exhibition Place ,519.5
Heritage Toronto ,6
Theatres ,177
Toronto Zoo ,358.3
Arena Boards of Management ,63.5
Yonge Dundas Square ,4
Parking Authority ,299
Parking Enforcement Unit ,395
Toronto Atmospheric Fund ,4
Toronto Transit Commission* ,10716
Toronto Police Services(excludes Board) ,7710
