_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8Ouc1ZNT2FBM2tBSTQ
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k
SOURCE_DOCUMENT_TITLE,2007 COUNCIL APPROVED OPERATING BUDGET CORPORATE SUMMARY OF APPROVED POSITIONS (OPERATING)
SOURCE_DOCUMENT_TABLE_LOCATION,p. 11
SOURCE_DOCUMENT_TABLE_TITLE,2007 BUDGET BRIEFING NOTE Summary of 2007 Council Approved Positions
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OubkpOcW9KTnZER2M
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2006
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office ,24
Children's Services ,967.7
Court Services ,221
"Economic Development, Culture & Tourism ",275.3
Emergency Medical Services ,1197.3
Homes for the Aged ,2126.9
"Parks, Forestry & Recreation ",3975.3
"Shelter, Housing & Support ",695
"Social Development, Finance & Administration ",222.3
Social Services ,1943
3 - 1 - 1 Program ,4
Toronto Building ,401.5
"Policy, Planning, Finance & Admin. ",104.6
City Planning ,327.5
Clean & Beautiful Secretariat ,2
Fire Services ,3185.5
Municipal Licensing and Standards ,381
Solid Waste Management Services ,1366.2
Toronto Water ,1773.9
Transportation Services ,1374.3
Waterfront Secretariat ,7
WES - Technical Services ,193.9
Office of the Chief Financial Officer ,120
Office of the Treasurer ,728
Public Information & Creative Services ,60
Facilities & Real Estate ,708.4
Fleet Services ,199
Information & Technology ,320
City Manager's Office ,396
City Clerk's Office ,373.5
Legal Services ,252
Auditor General's Office ,29
Mayor's Office ,19
Office of the Lobbyist Registrar ,0
Council ,183
Toronto Public Health ,2103
Toronto Public Library ,1813.2
Association of Community Centres ,91.2
Exhibition Place ,447
Heritage Toronto ,5
Theatres ,201.9
Toronto Zoo ,354
Arena Boards of Management ,63.5
Yonge Dundas Square ,4
Parking Authority ,298.2
Parking Enforcement Unit ,395
Toronto Atmospheric Fund ,4
Toronto & Region Conservation Authority ,394.7
Toronto Transit Commission* ,9889
Toronto Police Services(excludes Board) ,7580
