_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1
SOURCE_DOCUMENT_TABLE_TITLE,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuclBJOWNIUVRLT28
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2012
VERSION,Summary
ASPECT,Staffing
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Full Time Equivalent
UNITS_CODE,FTE
UNITS_MULTIPLIER,1
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Program:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Affordable Housing Office,19
Children's Services,927.8
Court Services,284
Economic Development & Culture,275.8
Emergency Medical Services,1213
Long Term Care Homes & Services,2153.5
"Parks, Forestry & Recreation",4200.2
"Shelter, Housing & Support Administration",739.4
"Social Development, Finance & Administration",129.7
Toronto Employment & Social Services,2190.5
311 Toronto,154
City Planning,333
Fire Services,3176.3
Municipal Licensing and Standards,452.6
"Policy, Planning, Finance & Administration",208.1
Technical Services,162.7
Toronto Building,418
Toronto Environment Office,23.6
Transportation Services,1043.7
Waterfront Secretariat,7
Office of the Chief Financial Officer,101
Office of the Treasurer,730
Facilities Management & Real Estate,723.6
Fleet Services,172
Information & Technology,508
City Manager's Office,368
City Clerk's Office,397.8
Legal Services,273
Mayor's Office,18
City Council,176
Auditor General's Office,29
Office of the Lobbyist Registrar,8.3
Office of the Integrity Commissioner,1.5
Office of the Ombudman,10
Toronto Public Health,1835.7
Toronto Public Library,1717.9
Association of Community Centres,82.7
Exhibition Place,529.5
Heritage Toronto,6.5
Theatres,181.1
Toronto Zoo,388
Arena Boards of Management,65.5
Yonge-Dundas Square,5
Parking Tag Enforcement & Operations,394
Toronto Atmospheric Fund,7
Toronto Transit Commission,10561
Wheel Trans,529
Toronto Police Service,7869
Toronto Police Service Board,8
Solid Waste Management Services,1093.2
Toronto Water,1659.3
Toronto Parking Authority,298.7
